,template_name,task_type,filename,original_template,human_translation,gpt_few_shot,gpt_one_shot,gpt_zero_shot,mistral_few_shot,mistral_zero_shot
22,context-question,paraphrase identification,paws_labeled_final.yaml,"{{sentence1}}
Is that a paraphrase of the following sentence?
{{sentence2}}?
Yes or No.
||| 
{{answer_choices[label]}}","{{sentence1}}
Questa è una parafrasi della frase seguente?
{{sentence2}}?
Sì o No.
||| 
{{answer_choices[label]}}","{{sentence1}}  
Ãˆ una parafrasi della seguente frase?  
{{sentence2}}?  
SÃ¬ o No.  
|||  
{{answer_choices[label]}}","{{sentence1}}  
Ãˆ una parafrasi della seguente frase?  
{{sentence2}}?  
SÃ¬ o No.  
|||  
{{answer_choices[label]}}","{{sentence1}}
Ãˆ una parafrasi della seguente frase?
{{sentence2}}?
SÃ¬ o No.
|||
{{answer_choices[label]}}","{{sentence1}}
È una paraphrasi della seguente frase?
{{sentence2}}?
Sì o No.
|||
{{answer_choices[label]}}","È una parofraasi della seguente frase?
{{sentence2}}?
Sì o No.
|||
{{answer_choices[label]}}"
23,Concatenation,paraphrase identification,paws_labeled_final.yaml,"Sentence 1: {{sentence1}}
Sentence 2: {{sentence2}}
Question: Does Sentence 1 paraphrase Sentence 2? Yes or No? 
||| 
{{answer_choices[label]}}","Frase 1: {{sentence1}}
Frase 2: {{sentence2}}
Domanda: La Frase 1 parafrasa la Frase 2? Sì o No?
||| 
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: La Frase 1 parafrasa la Frase 2? SÃ¬ o No?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: La Frase 1 parafrasa la Frase 2? SÃ¬ o No?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: La Frase 1 parafrasa la Frase 2? SÃ¬ o No?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}
Frase 2: {{sentence2}}
Domanda: La Frase 1 si parafrasa nella Frase 2? Sì o No?
|||
{{answer_choices[label]}}","1 Sentenza: {{sentence1}}
2 Sentenza: {{sentence2}}
Domanda: La Sentenza 1 è una parola chiave di Sentenza 2? Sì o No?
|||
{{answer_choices[label]}}"
24,paraphrase-task,paraphrase generation,paws_labeled_final.yaml,"{% if label == 1 %} 
Paraphrase the sentence: {{sentence1}} 
||| 
{{sentence2}} 
{% endif %}","{% if label == 1 %} 
Parafrasa la frase: {{sentence1}} 
||| 
{{sentence2}} 
{% endif %}","{% if label == 1 %} 
Parafrasa la frase: {{sentence1}} 
||| 
{{sentence2}} 
{% endif %}","{% if label == 1 %} 
Parafrasare la frase: {{sentence1}} 
||| 
{{sentence2}} 
{% endif %}","{% if label == 1 %}  
Parafrasare la frase: {{sentence1}}  
|||  
{{sentence2}}  
{% endif %}","{% if label == 1 %}
Parafrazi la frase: {{sentence1}}
|||
{{sentence2}}
{% endif %}","{% if label == 1 %}
Riparafare la frase: {{sentence1}}
|||
{{sentence2}}
{% endif %}"
25,Concatenation-no-label,paraphrase identification,paws_labeled_final.yaml,"Sentence 1: {{sentence1}}
Sentence 2: {{sentence2}}
Question: Does Sentence 1 paraphrase Sentence 2? 
||| 
{{answer_choices[label]}}","Frase 1: {{sentence1}}
Frase 2: {{sentence2}}
Domanda: La Frase 1 parafrasa la Frase 2?
||| 
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: La Frase 1 parafrasa la Frase 2?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: La Frase 1 parafrasa la Frase 2?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: Frase 1 parafrasa Frase 2?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}
Frase 2: {{sentence2}}
Domanda: La Frase 1 si parafrasa con la Frase 2?
|||
{{answer_choices[label]}}","1 Sentenza: {{sentence1}}
2 Sentenza: {{sentence2}}
Domanda: La Sentenza 1 è una parola chiave di Sentenza 2?
|||
{{answer_choices[label]}}"
26,Meaning-no-label,paraphrase identification,paws_labeled_final.yaml,"Sentence 1: {{sentence1}}
Sentence 2: {{sentence2}}
Question: Do Sentence 1 and Sentence 2 express the same meaning? 
||| 
{{answer_choices[label]}}","Frase 1: {{sentence1}}
Frase 2: {{sentence2}}
Domanda: La Frase 1 e la Frase 2 esprimono lo stesso concetto?
||| 
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: Frase 1 e Frase 2 esprimono lo stesso significato?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: Frase 1 e Frase 2 esprimono lo stesso significato?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: Frase 1 e Frase 2 esprimono lo stesso significato?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}
Frase 2: {{sentence2}}
Domanda: Le due frasi esprimono lo stesso significato?
|||
{{answer_choices[label]}}","1 Sentenza: {{sentence1}}
2 Sentenza: {{sentence2}}
Domanda: Le due frasi Sentenza 1 e Sentenza 2 esprimono lo stesso significato?
|||
{{answer_choices[label]}}"
27,PAWS-ANLI GPT3,paraphrase identification,paws_labeled_final.yaml,"{{sentence1}} Question: {{sentence2}} True or False? 
||| 
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Vero o Falso? 
||| 
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Vero o Falso? 
||| 
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Vero o Falso? 
||| 
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Vero o Falso? 
||| 
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Vero o Falso?
|||
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Vero o Falso?
|||
{{answer_choices[label]}}"
28,Rewrite,paraphrase identification,paws_labeled_final.yaml,"Sentence 1: {{sentence1}}
Sentence 2: {{sentence2}}
Question: Can we rewrite Sentence 1 to Sentence 2? Yes or No? 
||| 
{{answer_choices[label]}}","Frase 1: {{sentence1}}
Frase 2: {{sentence2}}
Domanda: La Frase 1 può essere riscritta come la Frase 2? Sì o No?
||| 
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: Possiamo riscrivere la Frase 1 nella Frase 2? SÃ¬ o No?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: Possiamo riscrivere la Frase 1 nella Frase 2? SÃ¬ o No?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}  
Frase 2: {{sentence2}}  
Domanda: Possiamo riscrivere la Frase 1 nella Frase 2? SÃ¬ o No?  
|||  
{{answer_choices[label]}}","Frase 1: {{sentence1}}
Frase 2: {{sentence2}}
Domanda: Può essere possibile rielaborare la Frase 1 in Frase 2? Sì o No?
|||
{{answer_choices[label]}}","1 Sentenza: {{sentence1}}
2 Sentenza: {{sentence2}}
Domanda: Può essere rielaborata la 1 Sentenza in 2 Sentenza? Sì o No?
|||
{{answer_choices[label]}}"
29,PAWS-ANLI GPT3-no-label,paraphrase identification,paws_labeled_final.yaml,"{{sentence1}} Question: {{sentence2}} Paraphrase or not?
||| 
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Parafrasi o no?
||| 
{{answer_choices[label]}}",{{sentence1}} Domanda: {{sentence2}} Parafrasare o meno? ||| {{answer_choices[label]}},"{{sentence1}} Domanda: {{sentence2}} Parafrasare o no?  
|||  
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Parafrasare o no?  
|||  
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Paraphrasi o no?
|||
{{answer_choices[label]}}","{{sentence1}} Domanda: {{sentence2}} Paraphrase o no?
|||
{{answer_choices[label]}}"
30,context_question_answer_description_id,multiple-choice question answering,quail.yaml,"{{ context }}
Question: {{ question }}
Options:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
===
The correct answer is
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
===
La risposta corretta è:
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
===
La risposta corretta Ã¨
||| 
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
===
La risposta corretta Ã¨
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
===
La risposta corretta Ã¨
|||
{{ answer_choices[correct_answer_id] }}","Contesto: {{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
===
La risposta corretta è
|||
{{ answer_choices[correct_answer_id] }}","📝 {{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
===
La risposta corretta è
|||
{{ answer_choices[correct_answer_id] }}"
31,context_question_answer_description_text,multiple-choice question answering,quail.yaml,"{{ context }}
Question: {{ question }}
Options:
- {{ answer_choices | join("" \n - "") }}
===
The correct answer is
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
- {{ answer_choices | join("" \n - "") }}
===
La risposta corretta è
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
- {{ answer_choices | join("" \n - "") }}
===
La risposta corretta Ã¨
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
- {{ answer_choices | join("" \n - "") }}
===
La risposta corretta Ã¨
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
- {{ answer_choices | join("" \n - "") }}
===
La risposta corretta Ã¨
|||
{{ answer_choices[correct_answer_id] }}","Contesto: {{ context }}
Domanda: {{ question }}
Opzioni:
- {{ answer_choices | join("" \n - "") }}
===
La risposta corretta è
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
Opzioni:
- {{ answer_choices | join("" \n - "") }}
===
La risposta corretta è
|||
{{ answer_choices[correct_answer_id] }}"
32,description_context_question_answer_id,multiple-choice question answering,quail.yaml,"Read the following context and choose the correct option to answer the question.
Context: {{ context }}
Question: {{ question }}
Options:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","Leggi il contesto seguente e scegli l'opzione corretta per rispondere alla domanda.
Contesto: {{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","Leggi il seguente contesto e scegli l'opzione corretta per rispondere alla domanda.  
Contesto: {{ context }}  
Domanda: {{ question }}  
Opzioni:  
{% for k in range(answers | length) %}  
{{'. '.join([answer_choices[k], answers[k]])}}  
{% endfor %}  
|||  
{{ answer_choices[correct_answer_id] }}","Leggi il seguente contesto e scegli l'opzione corretta per rispondere alla domanda.  
Contesto: {{ context }}  
Domanda: {{ question }}  
Opzioni:  
{% for k in range(answers | length) %}  
{{'. '.join([answer_choices[k], answers[k]])}}  
{% endfor %}  
|||  
{{ answer_choices[correct_answer_id] }}","Leggi il seguente contesto e scegli l'opzione corretta per rispondere alla domanda.  
Contesto: {{ context }}  
Domanda: {{ question }}  
Opzioni:  
{% for k in range(answers | length) %}  
{{'. '.join([answer_choices[k], answers[k]])}}  
{% endfor %}  
|||  
{{ answer_choices[correct_answer_id] }}","Leggi il seguente contesto e scegli la risposta corretta.
Contesto: {{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","Leggi il seguente contesto e scegli l'opzione corretta per rispondere alla domanda.
Contesto: {{ context }}
Domanda: {{ question }}
Opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}"
33,context_question_description_answer_text,multiple-choice question answering,quail.yaml,"{{ context }}
{{ question }}
Pick the correct answer from the following options:
- {{ answer_choices | join(""\n- "") }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le opzioni seguenti:
- {{ answer_choices | join(""\n- "") }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
- {{ answer_choices | join(""\n- "") }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
- {{ answer_choices | join(""\n- "") }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
- {{ answer_choices | join(""\n- "") }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
- {{ answer_choices | join(""\n- "") }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
- {{ answer_choices | join(""\n- "") }}
|||
{{ answer_choices[correct_answer_id] }}"
34,context_question_description_text,question answering without choices,quail.yaml,"{{ context }}
Question: {{ question }}
===
The answer to the above question is
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
===
La risposta alla domanda in alto è
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
===
La risposta alla domanda sopra Ã¨
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
===
La risposta alla domanda sopra Ã¨
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Domanda: {{ question }}
===
La risposta alla domanda sopra Ã¨
|||
{{ answer_choices[correct_answer_id] }}","La risposta alla domanda precedente è
|||
{{ answer_choices[correct_answer_id] }}","La risposta alla domanda precedente è
|||
{{ answer_choices[correct_answer_id] }}"
35,context_description_question_text,question answering without choices,quail.yaml,"{{ context }}
According to the above context, answer the following question.
{{ question }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
In base al contesto sopra, rispondi alla domanda seguente.
{{ question }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Secondo il contesto sopra, rispondi alla seguente domanda.
{{ question }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Secondo il contesto sopra, rispondi alla seguente domanda.
{{ question }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
Secondo il contesto sopra, rispondi alla seguente domanda.
{{ question }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
In base al contesto precedente, rispondi alla seguente domanda.
{{ question }}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
In base al contesto sopra indicato, rispondi alla domanda seguente.
{{ question }}
|||
{{ answer_choices[correct_answer_id] }}"
36,context_question_description_answer_id,multiple-choice question answering,quail.yaml,"{{ context }}
{{ question }}
Pick the correct answer from the following options:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
{% for k in range(answers | length) %}
{{'. '.join([answer_choices[k], answers[k]])}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}","{{ context }}
{{ question }}
Scegli la risposta corretta tra le seguenti opzioni:
{% for k in range(answers | length) %}
{{answer_choices[k]}} - {{answers[k]}}
{% endfor %}
|||
{{ answer_choices[correct_answer_id] }}"
